,HealthTopic,Population,Indicator,Unit,Time,RegionCode,RegionName,NumValue,Distribution,Category,Value
17622,Dengue,Travel-associated cases,Age standardised rate,%,2009,MT,Malta,38.72296870564878,Distribution by gender (travel associated cases),Female,13.220677757717878
17589,Dengue,Travel-associated cases,Age standardised rate,%,2009,IT,Italy,38.72296870564878,Distribution by gender (travel associated cases),Male,60.0
17588,Dengue,Travel-associated cases,Age standardised rate,%,2009,IT,Italy,38.72296870564878,Distribution by age (travel associated cases),65+,0.0
17587,Dengue,Travel-associated cases,Age standardised rate,%,2009,IT,Italy,38.72296870564878,Distribution by age (travel associated cases),45-64,40.0
17586,Dengue,Travel-associated cases,Age standardised rate,%,2009,IT,Italy,38.72296870564878,Distribution by age (travel associated cases),25-44,40.0
17585,Dengue,Travel-associated cases,Age standardised rate,%,2009,IT,Italy,38.72296870564878,Distribution by age (travel associated cases),15-24,10.0
17584,Dengue,Travel-associated cases,Age standardised rate,%,2009,IT,Italy,38.72296870564878,Distribution by age (travel associated cases),5-14,0.0
17615,Dengue,Travel-associated cases,Age standardised rate,%,2009,MT,Malta,38.72296870564878,Distribution by age (travel associated cases),0-4,13.220677757717878
17614,Dengue,Travel-associated cases,Age standardised rate,%,2009,LV,Latvia,38.72296870564878,Distribution by gender (travel associated cases),Female,13.220677757717878
17613,Dengue,Travel-associated cases,Age standardised rate,%,2009,LV,Latvia,38.72296870564878,Distribution by gender (travel associated cases),Male,13.220677757717878
17612,Dengue,Travel-associated cases,Age standardised rate,%,2009,LV,Latvia,38.72296870564878,Distribution by age (travel associated cases),65+,13.220677757717878
17611,Dengue,Travel-associated cases,Age standardised rate,%,2009,LV,Latvia,38.72296870564878,Distribution by age (travel associated cases),45-64,13.220677757717878
17546,Dengue,Travel-associated cases,Age standardised rate,%,2009,FI,Finland,38.72296870564878,Distribution by age (travel associated cases),25-44,13.220677757717878
17545,Dengue,Travel-associated cases,Age standardised rate,%,2009,FI,Finland,38.72296870564878,Distribution by age (travel associated cases),15-24,13.220677757717878
17576,Dengue,Travel-associated cases,Age standardised rate,%,2009,IS,Iceland,38.72296870564878,Distribution by age (travel associated cases),5-14,13.220677757717878
17575,Dengue,Travel-associated cases,Age standardised rate,%,2009,IS,Iceland,38.72296870564878,Distribution by age (travel associated cases),0-4,13.220677757717878
17606,Dengue,Travel-associated cases,Age standardised rate,%,2009,LU,Luxembourg,38.72296870564878,Distribution by gender (travel associated cases),Female,13.220677757717878
17573,Dengue,Travel-associated cases,Age standardised rate,%,2009,IE,Ireland,38.72296870564878,Distribution by gender (travel associated cases),Male,13.220677757717878
17572,Dengue,Travel-associated cases,Age standardised rate,%,2009,IE,Ireland,38.72296870564878,Distribution by age (travel associated cases),65+,13.220677757717878
17571,Dengue,Travel-associated cases,Age standardised rate,%,2009,IE,Ireland,38.72296870564878,Distribution by age (travel associated cases),45-64,13.220677757717878
17570,Dengue,Travel-associated cases,Age standardised rate,%,2009,IE,Ireland,38.72296870564878,Distribution by age (travel associated cases),25-44,13.220677757717878
17569,Dengue,Travel-associated cases,Age standardised rate,%,2009,IE,Ireland,38.72296870564878,Distribution by age (travel associated cases),15-24,13.220677757717878
17568,Dengue,Travel-associated cases,Age standardised rate,%,2009,IE,Ireland,38.72296870564878,Distribution by age (travel associated cases),5-14,13.220677757717878
17599,Dengue,Travel-associated cases,Age standardised rate,%,2009,LU,Luxembourg,38.72296870564878,Distribution by age (travel associated cases),0-4,13.220677757717878
17598,Dengue,Travel-associated cases,Age standardised rate,%,2009,LT,Lithuania,38.72296870564878,Distribution by gender (travel associated cases),Female,13.220677757717878
17597,Dengue,Travel-associated cases,Age standardised rate,%,2009,LT,Lithuania,38.72296870564878,Distribution by gender (travel associated cases),Male,13.220677757717878
17596,Dengue,Travel-associated cases,Age standardised rate,%,2009,LT,Lithuania,38.72296870564878,Distribution by age (travel associated cases),65+,13.220677757717878
17595,Dengue,Travel-associated cases,Age standardised rate,%,2009,LT,Lithuania,38.72296870564878,Distribution by age (travel associated cases),45-64,13.220677757717878
17530,Dengue,Travel-associated cases,Age standardised rate,%,2009,EUEEA30_21,EU/EEA (without UK),38.72296870564878,Distribution by age (travel associated cases),25-44,47.826086
17529,Dengue,Travel-associated cases,Age standardised rate,%,2009,EUEEA30_21,EU/EEA (without UK),38.72296870564878,Distribution by age (travel associated cases),15-24,17.184265
17560,Dengue,Travel-associated cases,Age standardised rate,%,2009,HU,Hungary,38.72296870564878,Distribution by age (travel associated cases),5-14,0.0
17559,Dengue,Travel-associated cases,Age standardised rate,%,2009,HU,Hungary,38.72296870564878,Distribution by age (travel associated cases),0-4,0.0
17590,Dengue,Travel-associated cases,Age standardised rate,%,2009,IT,Italy,38.72296870564878,Distribution by gender (travel associated cases),Female,40.0
17557,Dengue,Travel-associated cases,Age standardised rate,%,2009,FR,France,38.72296870564878,Distribution by gender (travel associated cases),Male,46.875
17556,Dengue,Travel-associated cases,Age standardised rate,%,2009,FR,France,38.72296870564878,Distribution by age (travel associated cases),65+,4.6875
17555,Dengue,Travel-associated cases,Age standardised rate,%,2009,FR,France,38.72296870564878,Distribution by age (travel associated cases),45-64,34.375
17554,Dengue,Travel-associated cases,Age standardised rate,%,2009,FR,France,38.72296870564878,Distribution by age (travel associated cases),25-44,51.5625
17553,Dengue,Travel-associated cases,Age standardised rate,%,2009,FR,France,38.72296870564878,Distribution by age (travel associated cases),15-24,6.25
17552,Dengue,Travel-associated cases,Age standardised rate,%,2009,FR,France,38.72296870564878,Distribution by age (travel associated cases),5-14,3.125
17583,Dengue,Travel-associated cases,Age standardised rate,%,2009,IT,Italy,38.72296870564878,Distribution by age (travel associated cases),0-4,10.0
17582,Dengue,Travel-associated cases,Age standardised rate,%,2009,IS,Iceland,38.72296870564878,Distribution by gender (travel associated cases),Female,13.220677757717878
17581,Dengue,Travel-associated cases,Age standardised rate,%,2009,IS,Iceland,38.72296870564878,Distribution by gender (travel associated cases),Male,13.220677757717878
17580,Dengue,Travel-associated cases,Age standardised rate,%,2009,IS,Iceland,38.72296870564878,Distribution by age (travel associated cases),65+,13.220677757717878
17579,Dengue,Travel-associated cases,Age standardised rate,%,2009,IS,Iceland,38.72296870564878,Distribution by age (travel associated cases),45-64,13.220677757717878
17514,Dengue,Travel-associated cases,Age standardised rate,%,2009,EU27_21,EU (without UK),38.72296870564878,Distribution by age (travel associated cases),25-44,47.826086
17513,Dengue,Travel-associated cases,Age standardised rate,%,2009,EU27_21,EU (without UK),38.72296870564878,Distribution by age (travel associated cases),15-24,17.184265
17544,Dengue,Travel-associated cases,Age standardised rate,%,2009,FI,Finland,38.72296870564878,Distribution by age (travel associated cases),5-14,13.220677757717878
17543,Dengue,Travel-associated cases,Age standardised rate,%,2009,FI,Finland,38.72296870564878,Distribution by age (travel associated cases),0-4,13.220677757717878
17574,Dengue,Travel-associated cases,Age standardised rate,%,2009,IE,Ireland,38.72296870564878,Distribution by gender (travel associated cases),Female,13.220677757717878
17541,Dengue,Travel-associated cases,Age standardised rate,%,2009,EUEEAUK_21,EU/EEA (with UK until 2019),38.72296870564878,Distribution by gender (travel associated cases),Male,51.851851
17540,Dengue,Travel-associated cases,Age standardised rate,%,2009,EUEEAUK_21,EU/EEA (with UK until 2019),38.72296870564878,Distribution by age (travel associated cases),65+,5.349794
17539,Dengue,Travel-associated cases,Age standardised rate,%,2009,EUEEAUK_21,EU/EEA (with UK until 2019),38.72296870564878,Distribution by age (travel associated cases),45-64,26.131687
17538,Dengue,Travel-associated cases,Age standardised rate,%,2009,EUEEAUK_21,EU/EEA (with UK until 2019),38.72296870564878,Distribution by age (travel associated cases),25-44,47.942386
17537,Dengue,Travel-associated cases,Age standardised rate,%,2009,EUEEAUK_21,EU/EEA (with UK until 2019),38.72296870564878,Distribution by age (travel associated cases),15-24,17.078189
17536,Dengue,Travel-associated cases,Age standardised rate,%,2009,EUEEAUK_21,EU/EEA (with UK until 2019),38.72296870564878,Distribution by age (travel associated cases),5-14,3.086419
17567,Dengue,Travel-associated cases,Age standardised rate,%,2009,IE,Ireland,38.72296870564878,Distribution by age (travel associated cases),0-4,13.220677757717878
17566,Dengue,Travel-associated cases,Age standardised rate,%,2009,HU,Hungary,38.72296870564878,Distribution by gender (travel associated cases),Female,0.0
17565,Dengue,Travel-associated cases,Age standardised rate,%,2009,HU,Hungary,38.72296870564878,Distribution by gender (travel associated cases),Male,100.0
17564,Dengue,Travel-associated cases,Age standardised rate,%,2009,HU,Hungary,38.72296870564878,Distribution by age (travel associated cases),65+,0.0
17563,Dengue,Travel-associated cases,Age standardised rate,%,2009,HU,Hungary,38.72296870564878,Distribution by age (travel associated cases),45-64,100.0
17498,Dengue,Travel-associated cases,Age standardised rate,%,2009,EL,Greece,38.72296870564878,Distribution by age (travel associated cases),25-44,13.220677757717878
17497,Dengue,Travel-associated cases,Age standardised rate,%,2009,EL,Greece,38.72296870564878,Distribution by age (travel associated cases),15-24,13.220677757717878
17528,Dengue,Travel-associated cases,Age standardised rate,%,2009,EUEEA30_21,EU/EEA (without UK),38.72296870564878,Distribution by age (travel associated cases),5-14,3.10559
17527,Dengue,Travel-associated cases,Age standardised rate,%,2009,EUEEA30_21,EU/EEA (without UK),38.72296870564878,Distribution by age (travel associated cases),0-4,0.414078
17558,Dengue,Travel-associated cases,Age standardised rate,%,2009,FR,France,38.72296870564878,Distribution by gender (travel associated cases),Female,53.125
17525,Dengue,Travel-associated cases,Age standardised rate,%,2009,EU27_UK_21,EU (with UK until 2019),38.72296870564878,Distribution by gender (travel associated cases),Male,51.851851
17524,Dengue,Travel-associated cases,Age standardised rate,%,2009,EU27_UK_21,EU (with UK until 2019),38.72296870564878,Distribution by age (travel associated cases),65+,5.349794
17523,Dengue,Travel-associated cases,Age standardised rate,%,2009,EU27_UK_21,EU (with UK until 2019),38.72296870564878,Distribution by age (travel associated cases),45-64,26.131687
17522,Dengue,Travel-associated cases,Age standardised rate,%,2009,EU27_UK_21,EU (with UK until 2019),38.72296870564878,Distribution by age (travel associated cases),25-44,47.942386
17521,Dengue,Travel-associated cases,Age standardised rate,%,2009,EU27_UK_21,EU (with UK until 2019),38.72296870564878,Distribution by age (travel associated cases),15-24,17.078189
17520,Dengue,Travel-associated cases,Age standardised rate,%,2009,EU27_UK_21,EU (with UK until 2019),38.72296870564878,Distribution by age (travel associated cases),5-14,3.086419
17551,Dengue,Travel-associated cases,Age standardised rate,%,2009,FR,France,38.72296870564878,Distribution by age (travel associated cases),0-4,0.0
17550,Dengue,Travel-associated cases,Age standardised rate,%,2009,FI,Finland,38.72296870564878,Distribution by gender (travel associated cases),Female,13.220677757717878
17549,Dengue,Travel-associated cases,Age standardised rate,%,2009,FI,Finland,38.72296870564878,Distribution by gender (travel associated cases),Male,13.220677757717878
17548,Dengue,Travel-associated cases,Age standardised rate,%,2009,FI,Finland,38.72296870564878,Distribution by age (travel associated cases),65+,13.220677757717878
17547,Dengue,Travel-associated cases,Age standardised rate,%,2009,FI,Finland,38.72296870564878,Distribution by age (travel associated cases),45-64,13.220677757717878
17503,Dengue,Travel-associated cases,Age standardised rate,%,2009,ES,Spain,38.72296870564878,Distribution by age (travel associated cases),0-4,0.0
17502,Dengue,Travel-associated cases,Age standardised rate,%,2009,EL,Greece,38.72296870564878,Distribution by gender (travel associated cases),Female,13.220677757717878
17512,Dengue,Travel-associated cases,Age standardised rate,%,2009,EU27_21,EU (without UK),38.72296870564878,Distribution by age (travel associated cases),5-14,3.10559
17511,Dengue,Travel-associated cases,Age standardised rate,%,2009,EU27_21,EU (without UK),38.72296870564878,Distribution by age (travel associated cases),0-4,0.414078
17542,Dengue,Travel-associated cases,Age standardised rate,%,2009,EUEEAUK_21,EU/EEA (with UK until 2019),38.72296870564878,Distribution by gender (travel associated cases),Female,48.148148
17509,Dengue,Travel-associated cases,Age standardised rate,%,2009,ES,Spain,38.72296870564878,Distribution by gender (travel associated cases),Male,50.0
17508,Dengue,Travel-associated cases,Age standardised rate,%,2009,ES,Spain,38.72296870564878,Distribution by age (travel associated cases),65+,0.0
17507,Dengue,Travel-associated cases,Age standardised rate,%,2009,ES,Spain,38.72296870564878,Distribution by age (travel associated cases),45-64,0.0
17506,Dengue,Travel-associated cases,Age standardised rate,%,2009,ES,Spain,38.72296870564878,Distribution by age (travel associated cases),25-44,100.0
17505,Dengue,Travel-associated cases,Age standardised rate,%,2009,ES,Spain,38.72296870564878,Distribution by age (travel associated cases),15-24,0.0
17504,Dengue,Travel-associated cases,Age standardised rate,%,2009,ES,Spain,38.72296870564878,Distribution by age (travel associated cases),5-14,0.0
17535,Dengue,Travel-associated cases,Age standardised rate,%,2009,EUEEAUK_21,EU/EEA (with UK until 2019),38.72296870564878,Distribution by age (travel associated cases),0-4,0.411522
17534,Dengue,Travel-associated cases,Age standardised rate,%,2009,EUEEA30_21,EU/EEA (without UK),38.72296870564878,Distribution by gender (travel associated cases),Female,48.240165
17533,Dengue,Travel-associated cases,Age standardised rate,%,2009,EUEEA30_21,EU/EEA (without UK),38.72296870564878,Distribution by gender (travel associated cases),Male,51.759834
17532,Dengue,Travel-associated cases,Age standardised rate,%,2009,EUEEA30_21,EU/EEA (without UK),38.72296870564878,Distribution by age (travel associated cases),65+,5.175983
17531,Dengue,Travel-associated cases,Age standardised rate,%,2009,EUEEA30_21,EU/EEA (without UK),38.72296870564878,Distribution by age (travel associated cases),45-64,26.293995
334,Dengue,All cases,Age standardised rate,%,2009,EE,Estonia,38.72296870564878,Distribution by travel associated,Yes,13.220677757717878
17496,Dengue,Travel-associated cases,Age standardised rate,%,2009,EL,Greece,38.72296870564878,Distribution by age (travel associated cases),5-14,13.220677757717878
17495,Dengue,Travel-associated cases,Age standardised rate,%,2009,EL,Greece,38.72296870564878,Distribution by age (travel associated cases),0-4,13.220677757717878
17526,Dengue,Travel-associated cases,Age standardised rate,%,2009,EU27_UK_21,EU (with UK until 2019),38.72296870564878,Distribution by gender (travel associated cases),Female,48.148148
17519,Dengue,Travel-associated cases,Age standardised rate,%,2009,EU27_UK_21,EU (with UK until 2019),38.72296870564878,Distribution by age (travel associated cases),0-4,0.411522
17518,Dengue,Travel-associated cases,Age standardised rate,%,2009,EU27_21,EU (without UK),38.72296870564878,Distribution by gender (travel associated cases),Female,48.240165
17517,Dengue,Travel-associated cases,Age standardised rate,%,2009,EU27_21,EU (without UK),38.72296870564878,Distribution by gender (travel associated cases),Male,51.759834
17516,Dengue,Travel-associated cases,Age standardised rate,%,2009,EU27_21,EU (without UK),38.72296870564878,Distribution by age (travel associated cases),65+,5.175983
17515,Dengue,Travel-associated cases,Age standardised rate,%,2009,EU27_21,EU (without UK),38.72296870564878,Distribution by age (travel associated cases),45-64,26.293995
17510,Dengue,Travel-associated cases,Age standardised rate,%,2009,ES,Spain,38.72296870564878,Distribution by gender (travel associated cases),Female,50.0
5270,Dengue,All cases,Reported cases,N,2009,EE,Estonia,0.0,Age-specific rate,Female,13.220677757717878
5269,Dengue,All cases,Reported cases,N,2009,DE,Germany,298.0,Age-specific rate,Female,13.220677757717878
5268,Dengue,All cases,Reported cases,N,2009,CZ,Czechia,0.0,Age-specific rate,Female,13.220677757717878
5267,Dengue,All cases,Reported cases,N,2009,BE,Belgium,53.0,Age-specific rate,Female,13.220677757717878
5266,Dengue,All cases,Reported cases,N,2009,AT,Austria,0.0,Age-specific rate,Female,13.220677757717878
5272,Dengue,All cases,Reported cases,N,2009,ES,Spain,4.0,Age-specific rate,Female,13.220677757717878
5271,Dengue,All cases,Reported cases,N,2009,EL,Greece,0.0,Age-specific rate,Female,13.220677757717878
17501,Dengue,Travel-associated cases,Age standardised rate,%,2009,EL,Greece,38.72296870564878,Distribution by gender (travel associated cases),Male,13.220677757717878
17500,Dengue,Travel-associated cases,Age standardised rate,%,2009,EL,Greece,38.72296870564878,Distribution by age (travel associated cases),65+,13.220677757717878
17499,Dengue,Travel-associated cases,Age standardised rate,%,2009,EL,Greece,38.72296870564878,Distribution by age (travel associated cases),45-64,13.220677757717878
314,Dengue,All cases,Age standardised rate,%,2009,CZ,Czechia,38.72296870564878,Distribution by travel associated,Yes,13.220677757717878
313,Dengue,All cases,Age standardised rate,%,2009,CZ,Czechia,38.72296870564878,Distribution by gender,Female,13.220677757717878
312,Dengue,All cases,Age standardised rate,%,2009,CZ,Czechia,38.72296870564878,Distribution by gender,Male,13.220677757717878
311,Dengue,All cases,Age standardised rate,%,2009,CZ,Czechia,38.72296870564878,Distribution by age,65+,13.220677757717878
310,Dengue,All cases,Age standardised rate,%,2009,CZ,Czechia,38.72296870564878,Distribution by age,45-64,13.220677757717878
309,Dengue,All cases,Age standardised rate,%,2009,CZ,Czechia,38.72296870564878,Distribution by age,25-44,13.220677757717878
308,Dengue,All cases,Age standardised rate,%,2009,CZ,Czechia,38.72296870564878,Distribution by age,15-24,13.220677757717878
307,Dengue,All cases,Age standardised rate,%,2009,CZ,Czechia,38.72296870564878,Distribution by age,5-14,13.220677757717878
306,Dengue,All cases,Age standardised rate,%,2009,CZ,Czechia,38.72296870564878,Distribution by age,0-4,13.220677757717878
304,Dengue,All cases,Age standardised rate,%,2009,BE,Belgium,38.72296870564878,Distribution by travel associated,Yes,13.220677757717878
322,Dengue,All cases,Age standardised rate,%,2009,DE,Germany,38.72296870564878,Distribution by gender,Male,50.0
321,Dengue,All cases,Age standardised rate,%,2009,DE,Germany,38.72296870564878,Distribution by age,65+,6.37583892
320,Dengue,All cases,Age standardised rate,%,2009,DE,Germany,38.72296870564878,Distribution by age,45-64,23.48993288
351,Dengue,All cases,Age standardised rate,%,2009,ES,Spain,38.72296870564878,Distribution by age,65+,0.0
333,Dengue,All cases,Age standardised rate,%,2009,EE,Estonia,38.72296870564878,Distribution by gender,Female,13.220677757717878
332,Dengue,All cases,Age standardised rate,%,2009,EE,Estonia,38.72296870564878,Distribution by gender,Male,13.220677757717878
331,Dengue,All cases,Age standardised rate,%,2009,EE,Estonia,38.72296870564878,Distribution by age,65+,13.220677757717878
5286,Dengue,All cases,Reported cases,N,2009,MT,Malta,0.0,Age-specific rate,Female,13.220677757717878
5285,Dengue,All cases,Reported cases,N,2009,LV,Latvia,1.0,Age-specific rate,Female,13.220677757717878
5284,Dengue,All cases,Reported cases,N,2009,LU,Luxembourg,0.0,Age-specific rate,Female,13.220677757717878
5283,Dengue,All cases,Reported cases,N,2009,LT,Lithuania,0.0,Age-specific rate,Female,13.220677757717878
5282,Dengue,All cases,Reported cases,N,2009,IT,Italy,10.0,Age-specific rate,Female,13.220677757717878
5281,Dengue,All cases,Reported cases,N,2009,IS,Iceland,0.0,Age-specific rate,Female,13.220677757717878
5275,Dengue,All cases,Reported cases,N,2009,EUEEA30_21,EU/EEA (without UK),574.0,Age-specific rate,Female,13.220677757717878
5274,Dengue,All cases,Reported cases,N,2009,EU27_UK_21,EU (with UK until 2019),577.0,Age-specific rate,Female,13.220677757717878
5273,Dengue,All cases,Reported cases,N,2009,EU27_21,EU (without UK),574.0,Age-specific rate,Female,13.220677757717878
348,Dengue,All cases,Age standardised rate,%,2009,ES,Spain,38.72296870564878,Distribution by age,15-24,0.0
347,Dengue,All cases,Age standardised rate,%,2009,ES,Spain,38.72296870564878,Distribution by age,5-14,0.0
5291,Dengue,All cases,Reported cases,N,2009,SK,Slovakia,0.0,Age-specific rate,Female,13.220677757717878
5290,Dengue,All cases,Reported cases,N,2009,SI,Slovenia,4.0,Age-specific rate,Female,13.220677757717878
5289,Dengue,All cases,Reported cases,N,2009,SE,Sweden,100.0,Age-specific rate,Female,13.220677757717878
5288,Dengue,All cases,Reported cases,N,2009,RO,Romania,0.0,Age-specific rate,Female,13.220677757717878
5287,Dengue,All cases,Reported cases,N,2009,PL,Poland,4.0,Age-specific rate,Female,13.220677757717878
5280,Dengue,All cases,Reported cases,N,2009,IE,Ireland,0.0,Age-specific rate,Female,13.220677757717878
330,Dengue,All cases,Age standardised rate,%,2009,EE,Estonia,38.72296870564878,Distribution by age,45-64,13.220677757717878
329,Dengue,All cases,Age standardised rate,%,2009,EE,Estonia,38.72296870564878,Distribution by age,25-44,13.220677757717878
328,Dengue,All cases,Age standardised rate,%,2009,EE,Estonia,38.72296870564878,Distribution by age,15-24,13.220677757717878
327,Dengue,All cases,Age standardised rate,%,2009,EE,Estonia,38.72296870564878,Distribution by age,5-14,13.220677757717878
326,Dengue,All cases,Age standardised rate,%,2009,EE,Estonia,38.72296870564878,Distribution by age,0-4,13.220677757717878
324,Dengue,All cases,Age standardised rate,%,2009,DE,Germany,38.72296870564878,Distribution by travel associated,Yes,99.32885906
323,Dengue,All cases,Age standardised rate,%,2009,DE,Germany,38.72296870564878,Distribution by gender,Female,50.0
9924,Dengue,Locally acquired cases,Age standardised rate,%,2009,LT,Lithuania,38.72296870564878,Distribution by age (locally acquired cases),65+,13.220677757717878
9923,Dengue,Locally acquired cases,Age standardised rate,%,2009,LT,Lithuania,38.72296870564878,Distribution by age (locally acquired cases),45-64,13.220677757717878
9922,Dengue,Locally acquired cases,Age standardised rate,%,2009,LT,Lithuania,38.72296870564878,Distribution by age (locally acquired cases),25-44,13.220677757717878
9921,Dengue,Locally acquired cases,Age standardised rate,%,2009,LT,Lithuania,38.72296870564878,Distribution by age (locally acquired cases),15-24,13.220677757717878
9920,Dengue,Locally acquired cases,Age standardised rate,%,2009,LT,Lithuania,38.72296870564878,Distribution by age (locally acquired cases),5-14,13.220677757717878
9919,Dengue,Locally acquired cases,Age standardised rate,%,2009,LT,Lithuania,38.72296870564878,Distribution by age (locally acquired cases),0-4,13.220677757717878
9886,Dengue,Locally acquired cases,Age standardised rate,%,2009,FR,France,38.72296870564878,Distribution by gender (locally acquired cases),Female,13.220677757717878
9885,Dengue,Locally acquired cases,Age standardised rate,%,2009,FR,France,38.72296870564878,Distribution by gender (locally acquired cases),Male,13.220677757717878
9884,Dengue,Locally acquired cases,Age standardised rate,%,2009,FR,France,38.72296870564878,Distribution by age (locally acquired cases),65+,13.220677757717878
9883,Dengue,Locally acquired cases,Age standardised rate,%,2009,FR,France,38.72296870564878,Distribution by age (locally acquired cases),45-64,13.220677757717878
9882,Dengue,Locally acquired cases,Age standardised rate,%,2009,FR,France,38.72296870564878,Distribution by age (locally acquired cases),25-44,13.220677757717878
9913,Dengue,Locally acquired cases,Age standardised rate,%,2009,IT,Italy,38.72296870564878,Distribution by age (locally acquired cases),15-24,13.220677757717878
9912,Dengue,Locally acquired cases,Age standardised rate,%,2009,IT,Italy,38.72296870564878,Distribution by age (locally acquired cases),5-14,13.220677757717878
5276,Dengue,All cases,Reported cases,N,2009,EUEEAUK_21,EU/EEA (with UK until 2019),577.0,Age-specific rate,Female,13.220677757717878
350,Dengue,All cases,Age standardised rate,%,2009,ES,Spain,38.72296870564878,Distribution by age,45-64,0.0
349,Dengue,All cases,Age standardised rate,%,2009,ES,Spain,38.72296870564878,Distribution by age,25-44,100.0
17487,Dengue,Travel-associated cases,Age standardised rate,%,2009,EE,Estonia,38.72296870564878,Distribution by age (travel associated cases),0-4,13.220677757717878
17486,Dengue,Travel-associated cases,Age standardised rate,%,2009,DE,Germany,38.72296870564878,Distribution by gender (travel associated cases),Female,50.0
17485,Dengue,Travel-associated cases,Age standardised rate,%,2009,DE,Germany,38.72296870564878,Distribution by gender (travel associated cases),Male,50.0
17484,Dengue,Travel-associated cases,Age standardised rate,%,2009,DE,Germany,38.72296870564878,Distribution by age (travel associated cases),65+,6.41891891
17483,Dengue,Travel-associated cases,Age standardised rate,%,2009,DE,Germany,38.72296870564878,Distribution by age (travel associated cases),45-64,22.97297297
17482,Dengue,Travel-associated cases,Age standardised rate,%,2009,DE,Germany,38.72296870564878,Distribution by age (travel associated cases),25-44,48.64864864
17481,Dengue,Travel-associated cases,Age standardised rate,%,2009,DE,Germany,38.72296870564878,Distribution by age (travel associated cases),15-24,18.91891891
17480,Dengue,Travel-associated cases,Age standardised rate,%,2009,DE,Germany,38.72296870564878,Distribution by age (travel associated cases),5-14,3.04054054
17479,Dengue,Travel-associated cases,Age standardised rate,%,2009,DE,Germany,38.72296870564878,Distribution by age (travel associated cases),0-4,0.0
5292,Dengue,All cases,Reported cases,N,2009,UK,United Kingdom,3.0,Age-specific rate,Female,13.220677757717878
5279,Dengue,All cases,Reported cases,N,2009,HU,Hungary,1.0,Age-specific rate,Female,13.220677757717878
5278,Dengue,All cases,Reported cases,N,2009,FR,France,64.0,Age-specific rate,Female,13.220677757717878
5277,Dengue,All cases,Reported cases,N,2009,FI,Finland,35.0,Age-specific rate,Female,13.220677757717878
9895,Dengue,Locally acquired cases,Age standardised rate,%,2009,IE,Ireland,38.72296870564878,Distribution by age (locally acquired cases),0-4,13.220677757717878
9926,Dengue,Locally acquired cases,Age standardised rate,%,2009,LT,Lithuania,38.72296870564878,Distribution by gender (locally acquired cases),Female,13.220677757717878
9925,Dengue,Locally acquired cases,Age standardised rate,%,2009,LT,Lithuania,38.72296870564878,Distribution by gender (locally acquired cases),Male,13.220677757717878
17472,Dengue,Travel-associated cases,Age standardised rate,%,2009,CZ,Czechia,38.72296870564878,Distribution by age (travel associated cases),5-14,13.220677757717878
17471,Dengue,Travel-associated cases,Age standardised rate,%,2009,CZ,Czechia,38.72296870564878,Distribution by age (travel associated cases),0-4,13.220677757717878
17470,Dengue,Travel-associated cases,Age standardised rate,%,2009,BE,Belgium,38.72296870564878,Distribution by gender (travel associated cases),Female,13.220677757717878
17469,Dengue,Travel-associated cases,Age standardised rate,%,2009,BE,Belgium,38.72296870564878,Distribution by gender (travel associated cases),Male,13.220677757717878
17468,Dengue,Travel-associated cases,Age standardised rate,%,2009,BE,Belgium,38.72296870564878,Distribution by age (travel associated cases),65+,13.220677757717878
17467,Dengue,Travel-associated cases,Age standardised rate,%,2009,BE,Belgium,38.72296870564878,Distribution by age (travel associated cases),45-64,13.220677757717878
17465,Dengue,Travel-associated cases,Age standardised rate,%,2009,BE,Belgium,38.72296870564878,Distribution by age (travel associated cases),15-24,13.220677757717878
17464,Dengue,Travel-associated cases,Age standardised rate,%,2009,BE,Belgium,38.72296870564878,Distribution by age (travel associated cases),5-14,13.220677757717878
17463,Dengue,Travel-associated cases,Age standardised rate,%,2009,BE,Belgium,38.72296870564878,Distribution by age (travel associated cases),0-4,13.220677757717878
17494,Dengue,Travel-associated cases,Age standardised rate,%,2009,EE,Estonia,38.72296870564878,Distribution by gender (travel associated cases),Female,13.220677757717878
17493,Dengue,Travel-associated cases,Age standardised rate,%,2009,EE,Estonia,38.72296870564878,Distribution by gender (travel associated cases),Male,13.220677757717878
17492,Dengue,Travel-associated cases,Age standardised rate,%,2009,EE,Estonia,38.72296870564878,Distribution by age (travel associated cases),65+,13.220677757717878
17491,Dengue,Travel-associated cases,Age standardised rate,%,2009,EE,Estonia,38.72296870564878,Distribution by age (travel associated cases),45-64,13.220677757717878
17490,Dengue,Travel-associated cases,Age standardised rate,%,2009,EE,Estonia,38.72296870564878,Distribution by age (travel associated cases),25-44,13.220677757717878
17489,Dengue,Travel-associated cases,Age standardised rate,%,2009,EE,Estonia,38.72296870564878,Distribution by age (travel associated cases),15-24,13.220677757717878
17488,Dengue,Travel-associated cases,Age standardised rate,%,2009,EE,Estonia,38.72296870564878,Distribution by age (travel associated cases),5-14,13.220677757717878
17457,Dengue,Travel-associated cases,Age standardised rate,%,2009,AT,Austria,38.72296870564878,Distribution by age (travel associated cases),15-24,13.220677757717878
17456,Dengue,Travel-associated cases,Age standardised rate,%,2009,AT,Austria,38.72296870564878,Distribution by age (travel associated cases),5-14,13.220677757717878
17455,Dengue,Travel-associated cases,Age standardised rate,%,2009,AT,Austria,38.72296870564878,Distribution by age (travel associated cases),0-4,13.220677757717878
